,IDBD-D100380,IDBD-D100376,IDBD-D100381,IDBD-D100377,IDBD-D100382,IDBD-D100383,IDBD-D100384,IDBD-D100386,IDBD-D100387,IDBD-D100388,IDBD-D100389,IDBD-D100390,IDBD-D100391,IDBD-D100392,IDBD-D100393,IDBD-D100394,IDBD-D100395,IDBD-D100396,IDBD-D100412,IDBD-D100411,IDBD-D100413,IDBD-D100414,IDBD-D100415,IDBD-D100416,IDBD-D100417,IDBD-D100418,IDBD-D100419,IDBD-D100420,IDBD-D100438,IDBD-D100439,IDBD-D100440,IDBD-D100441,IDBD-D100442,IDBD-D100443,IDBD-D100446,IDBD-D100447,IDBD-D100448,IDBD-D100454,IDBD-D100455,IDBD-D100456,IDBD-D100458,IDBD-D100459,IDBD-D100457,IDBD-D100460,IDBD-D100397,IDBD-D100398,IDBD-D100399,IDBD-D100400,IDBD-D100401,IDBD-D100402,IDBD-D100403,IDBD-D100404,IDBD-D100405,IDBD-D100406,IDBD-D100407,IDBD-D100409,IDBD-D100408,IDBD-D100410,IDBD-D100444,IDBD-D100445,IDBD-D100450,IDBD-D100451,IDBD-D100452,IDBD-D100453,IDBD-D100472,IDBD-D100473,IDBD-D100474,IDBD-D100475,IDBD-D100476,IDBD-D100477,IDBD-D100478,IDBD-D100479,IDBD-D100480,IDBD-D100481,IDBD-D100482,IDBD-D100483,IDBD-D100484,IDBD-D100485,IDBD-D100486,IDBD-D100487,IDBD-D100488,IDBD-D100489,IDBD-D100490,IDBD-D100491,IDBD-D100461,IDBD-D100462,IDBD-D100463,IDBD-D100464,IDBD-D100465,IDBD-D100466,IDBD-D100467,IDBD-D100468,IDBD-D100469,IDBD-D100470,IDBD-D100471,target_id,sum,std,mean,cv,samples_observed
109971,0.00147777,0.00147757,1.47441e-06,0.000940133,166.201,,0.159051,60.6627,0.00150438,0.00114376,2.3982000000000003e-08,0.000825068,0.000506801,0.000459757,0.00104019,0.00115676,0.000293466,0.00134817,0.00122885,24.0163,0.00150479,83.8056,0.00118715,53.7068,0.0012804000000000001,0.00253795,0.00152438,0.00461113,0.000675653,0.000730473,0.000439141,4.73754,0.00148713,0.000504394,,0.00147206,0.00111327,22.0826,14.8996,2.54874e-05,83.0841,0.0011423,0.00132945,0.00110181,0.0007899,0.00135466,0.00124573,15.1197,2.9112600000000003e-05,0.0006993969999999999,0.200061,0.00077785,0.00118529,0.001533,29.851,14.5212,0.0014395999999999999,0.0009225069999999999,238.408,0.00126644,0.00107293,0.00167088,15.109000000000002,0.00101473,83.7135,0.000930292,0.000850993,0.0009657439999999999,0.0014730000000000001,0.00143875,0.000191445,0.00196688,0.00151957,3.40498e-08,0.00106372,0.00114033,0.000569155,0.00184797,0.0019894,0.000471209,0.00196801,7.475510000000001,,0.00183204,0.0010755,0.0009147910000000001,0.00192407,0.00183399,0.00123155,0.00141497,0.000204156,0.00175382,0.00217489,0.00025274900000000003,0.000358835,NM_001160147.2,917.8376930314419,34.08565030865113,9.976496663385237,3.4165951694996255,93
80441,66.0,169.145,127.70100000000001,163.576,134.0,,189.472,37.5739,42.0,6.0,28.7655,54.7478,157.765,119.0,129.418,61.0,27.0,27.0,220.49,61.7718,2.0,249.02200000000002,202.705,184.21599999999998,84.0,,217.0,1.0,84.6736,9.0,127.62200000000001,12.0,3.43689,90.9134,14.0,11.0,209.87099999999998,286.305,47.7452,61.4931,64.0,79.0,17.6644,126.0,64.0,78.9618,142.0,143.0,39.8523,13.857999999999999,134.52200000000002,160.381,25.2114,14.0,114.764,114.78,56.7134,2.0,125.79299999999999,20.0,9.0,69.8057,125.51,74.8004,146.559,108.77799999999999,70.7657,89.806,94.6246,3.0,119.85,25.9668,13.0,19.0,24.0,150.1,103.398,27.375,13.7076,358.796,4.0,146.833,,141.4,81.0,65.8966,2.0,1.0,66.0,9.0,61.9061,42.0,5.0,90.7637,105.0,XM_017017016.1,7726.572690000001,71.80074073044732,83.98448576086956,0.8549286225897337,93
160651,210.396,810.398,315.807,669.117,387.779,,488.173,137.893,112.214,5.9674,54.7541,235.46900000000002,537.825,379.87699999999995,1053.0,291.76099999999997,91.9551,138.888,1421.06,309.363,4.9996599999999995,890.8889999999999,804.143,1124.52,282.893,4.0,442.2,,323.117,27.1783,378.099,76.0495,7.181189999999999,341.61400000000003,45.4006,48.5592,1183.77,866.847,141.739,215.35299999999998,156.72,295.221,84.1752,518.129,248.03,197.08700000000002,492.764,731.8639999999999,164.518,23.4957,777.96,546.545,49.9654,71.6586,449.939,771.44,278.904,12.6557,818.492,82.6457,35.7374,130.513,628.72,145.618,440.832,373.94699999999995,271.829,471.079,264.574,9.127360000000001,374.463,67.7763,51.4456,49.0308,27.0406,319.616,526.84,52.416000000000004,21.3062,1165.56,2.3748299999999998,317.058,3.5789,710.539,309.552,258.749,3.09675,,75.2103,5.30886,129.461,104.572,9.94318,323.922,346.259,NR_038958.1,29659.554430000004,320.0517577686318,322.38646119565215,0.9927580599434557,93
15804,83.635,205.37099999999998,155.412,199.727,112.432,,225.044,28.2879,41.5666,5.0,28.0,78.9689,229.899,203.502,207.821,95.6034,39.6731,44.8611,337.44599999999997,92.2556,,300.566,295.695,253.515,111.303,2.0,256.926,1.0,143.01,14.0749,153.183,26.6994,4.88285,88.4305,27.074,14.3292,224.331,326.73,63.0388,70.9685,93.0531,112.18700000000001,33.1302,172.46400000000003,97.9566,93.5694,162.726,184.19099999999997,62.0386,7.585889999999999,198.101,165.718,25.0,10.8666,105.575,156.282,96.6015,7.76283,158.609,32.4421,16.7836,93.0675,174.01,95.1445,212.92,160.39,99.2733,88.9242,118.22,4.31802,153.91299999999998,20.6062,15.5416,21.0,32.1087,166.16400000000002,163.524,37.7476,17.7484,356.62699999999995,5.0,180.34599999999998,,230.671,135.22799999999998,66.4454,4.0,1.6519599999999999,74.0869,7.576919999999999,84.6808,44.1786,3.0550599999999997,131.727,120.178,NM_001306077.1,9904.97983,89.00565556887064,107.66282423913044,0.8267074191847292,93
40744,72.4894,198.872,128.906,235.7,157.205,2.0,195.888,42.3589,57.5143,5.58951,17.734,94.8338,232.887,242.113,288.405,78.4527,41.4624,51.908,365.37199999999996,104.03,1.8182099999999999,322.39799999999997,316.29,238.88299999999998,95.1564,,269.165,,138.063,13.3185,138.683,12.652000000000001,5.0,114.618,18.0748,17.5962,246.44799999999998,332.51099999999997,52.1815,95.8795,81.6603,109.53399999999999,28.691,180.365,99.7874,121.046,160.069,217.11900000000003,48.4548,18.0423,213.144,194.301,16.3519,15.1553,152.286,155.806,106.855,6.35995,167.86,26.1119,6.0,78.8848,158.596,80.5125,218.19400000000002,181.84799999999998,111.73299999999999,132.423,138.42600000000002,3.0,128.407,32.9411,25.1416,16.9899,12.5587,162.46200000000002,168.83,39.4526,19.7699,415.685,6.3904,201.68099999999998,,249.657,146.553,63.8913,2.52561,1.0,76.2693,2.0,85.92399999999999,40.8327,2.0,129.972,108.125,NM_024906.2,10410.133380000001,97.06325017093498,113.15362369565219,0.8578006342245365,93
163450,149.714,283.41900000000004,232.0,331.93699999999995,242.687,1.0,412.82800000000003,63.8974,81.0,16.0,51.8803,124.913,272.265,244.532,288.367,132.839,59.93600000000001,49.0,505.834,145.0,3.0,432.05800000000005,469.26800000000003,352.49800000000005,141.738,1.0,475.166,,180.581,12.0,281.02,26.7278,17.0,152.611,25.0,27.0,352.26800000000003,564.5409999999999,90.0,111.0,118.57700000000001,183.865,49.0,263.0,136.019,151.811,309.638,276.467,97.8464,25.0,282.939,257.836,50.0,22.0,253.0,233.65400000000002,140.513,11.0,266.79200000000003,40.0,23.0,99.0,231.697,147.523,363.478,275.461,148.667,152.0,233.0,8.0,228.704,50.0,23.0,26.8988,26.0,293.0,243.90599999999998,60.0,37.0,666.444,11.0,298.722,,388.337,186.56599999999997,98.9798,,5.0,139.70600000000002,10.0,150.0,81.5935,5.0,252.912,197.0,XR_430640.3,15734.078000000001,145.05605940117266,171.02258695652176,0.8481690166343324,93
75062,58.6845,113.48899999999999,91.559,116.556,93.0403,,124.735,16.1853,31.5718,3.0,22.4933,43.5633,135.249,117.788,108.99,49.8259,24.5381,19.0,180.08700000000002,54.1883,,142.941,173.53599999999997,157.629,52.6159,1.0,155.632,,70.8755,3.0,94.2603,12.0,5.0,66.7635,16.3587,18.0,139.15200000000002,185.512,40.8969,28.2931,49.0,64.5684,15.3363,102.26700000000001,45.7042,55.9218,100.0,85.9607,39.3423,6.0,122.21700000000001,107.44200000000001,26.2472,3.0,72.9082,89.81299999999999,60.3229,1.0,91.5152,21.4708,7.07688,41.5179,93.4291,44.9865,107.235,93.6546,47.9549,47.8148,73.6143,1.0,79.699,15.3363,6.0,12.0,10.0,106.227,73.1217,29.0,12.0,251.438,3.0672599999999997,99.3551,1.0,114.51100000000001,60.3229,35.7847,1.0,1.0,41.0,4.0,53.4269,32.7175,4.0,65.7362,77.704,NR_121647.1,5675.77824,51.94681334705317,61.69324173913043,0.8420178917929134,93
92717,104.806,250.505,142.096,226.05599999999998,143.086,1.0,245.364,85.7377,53.048,6.58073,24.462,94.698,298.219,279.267,366.551,148.142,86.3935,56.3052,422.531,117.756,3.0,397.52,394.526,288.475,101.789,0.043088,300.233,,158.316,9.89044,171.018,31.5257,9.0,115.316,18.3235,17.2666,320.675,462.155,77.3192,111.98299999999999,117.928,190.048,39.9983,211.56900000000002,92.7725,112.072,187.392,251.50799999999998,90.7685,22.6716,204.987,237.84799999999998,29.011,17.9351,145.756,204.74099999999999,108.641,8.861180000000001,232.967,43.8512,16.6647,92.5712,232.796,110.65899999999999,223.59599999999998,154.806,99.4974,107.64399999999999,149.365,3.0,148.74,29.2127,20.8243,22.2742,17.6191,168.172,229.78599999999997,35.53,28.5595,479.411,7.68575,191.283,,252.796,139.0,96.7694,6.0,,86.8812,7.0,108.111,60.5776,5.38117,170.833,159.159,NR_130935.1,12354.510258000002,115.17549324259161,134.2881549782609,0.8576742547489514,93
91107,88.1782,236.98,124.53399999999999,252.24400000000003,172.345,,276.314,45.1241,54.8407,4.39234,37.3112,75.4719,245.747,185.50599999999997,212.27,103.425,44.3255,32.0868,405.202,100.648,,344.662,311.624,275.039,106.473,1.0,338.62,,140.694,15.825,160.667,19.0418,5.32691,106.184,23.3713,16.9707,247.199,402.935,58.4129,85.6424,85.7556,123.54299999999999,22.7061,134.739,107.266,105.149,170.668,251.912,58.2538,18.7791,221.361,189.673,37.745,16.3924,164.28900000000002,176.498,93.2332,14.9334,212.442,40.4405,19.6796,78.8184,196.726,114.32799999999999,267.122,173.06599999999997,100.995,98.0989,145.703,3.25431,181.74599999999998,35.7251,7.31279,22.6609,25.0722,228.59400000000002,182.28400000000002,35.6357,16.4772,444.481,3.16315,217.55,1.3935600000000001,267.209,167.852,85.3388,2.0,4.7887900000000005,91.0941,4.694719999999999,109.44200000000001,49.6873,5.43918,161.83700000000002,164.597,XR_001748219.2,11316.279549999997,105.82704081626098,123.00303858695649,0.860361191333066,93
19823,48.0362,136.064,77.2159,126.833,98.9754,2.0,129.605,23.4962,28.8062,4.43256,14.1511,49.5728,138.79,132.411,138.793,53.3974,27.4343,23.4986,176.226,51.1325,,189.998,207.018,138.691,40.3473,2.0,173.32,,72.8542,5.0,97.0931,12.095999999999998,2.47016,64.6242,13.0691,5.143669999999999,149.964,218.107,40.7889,54.6936,63.2942,55.1512,15.3653,110.31299999999999,42.1754,64.5957,109.66,116.18799999999999,33.4275,8.24576,100.32600000000001,127.829,11.5572,5.0,63.8461,101.87,55.1937,4.0993699999999995,124.605,11.7019,5.12104,46.8266,94.4045,71.485,112.221,89.3425,64.1443,65.7853,69.6386,6.0,75.4065,8.416739999999999,9.62836,12.3809,13.2253,79.9858,105.244,27.4421,6.47344,222.207,2.0,117.699,,133.072,69.8376,42.3377,1.03682,1.0,40.0379,1.15536,34.6281,33.5304,3.0,75.0782,74.8763,XR_001739579.2,6007.2620799999995,56.28288261470128,65.29632695652171,0.8619609285554127,93
87025,101.62700000000001,211.31799999999998,137.121,150.961,127.389,0.999492,230.59,67.9151,44.3545,4.98992,20.5873,85.8834,271.255,222.00900000000001,266.702,121.97200000000001,54.4003,41.131,393.93199999999996,134.361,1.48698,363.17400000000004,404.36699999999996,280.942,40.6667,0.388277,310.195,,145.357,6.1020900000000005,154.631,9.30037,4.9998,111.91799999999999,19.3541,15.8326,270.012,312.546,59.2221,82.3105,107.191,112.884,29.3462,168.75099999999998,20.4021,115.648,190.84599999999998,238.179,75.7287,20.1515,217.075,212.613,33.5345,5.90977,139.501,181.40099999999998,85.8994,5.0343,183.18599999999998,29.8297,11.5942,72.2669,207.47299999999998,103.70100000000001,178.329,122.354,29.2339,95.0522,133.29,1.07857,150.554,22.4,18.1186,22.1266,31.7941,86.3805,189.024,55.6792,19.3304,481.717,,184.388,0.9992709999999999,286.392,54.3049,70.6855,2.9996,2.34522,95.9257,0.999942,97.1885,50.6342,,121.93700000000001,145.541,NM_001330174.2,10601.252702,106.38271198803147,115.23100763043475,0.9232125464807073,93
37480,41.4817,71.5298,69.8969,113.73200000000001,89.3501,1.0,123.48700000000001,23.7646,23.1694,2.14208,10.1185,30.5383,90.1838,78.8738,87.2067,29.3848,15.8265,21.1056,180.868,56.32899999999999,,176.273,139.536,118.78200000000001,39.5147,1.0,120.132,,69.8781,5.0,80.1269,14.0,3.0,57.7272,10.3238,13.819,131.101,148.681,24.3383,42.8709,37.2178,60.545,14.9311,87.595,38.0551,53.1848,91.8849,114.119,35.4728,7.0,112.835,83.6477,20.2376,10.7851,82.6994,68.7078,36.3306,4.49929,74.7191,15.3216,3.2356599999999998,29.4059,89.6861,61.5862,121.435,104.65299999999999,67.9749,52.3007,77.8427,,77.6253,10.0,11.0,14.0,12.0,82.0091,69.7086,13.0,14.2401,186.021,6.0,95.4074,1.0,125.23100000000001,70.9903,37.9038,2.0,1.0,45.842,3.0,59.2544,28.1972,4.34831,61.6836,60.6083,XR_001756105.1,5106.07174,46.02179055909104,55.50077978260868,0.8292098010037706,93
149528,50.9128,94.6393,64.4777,102.167,87.0017,0.357091,129.526,22.6785,22.9288,2.02117,10.4565,27.9677,85.9899,44.9112,133.20600000000002,22.0555,14.9717,17.869,188.331,44.7836,,128.886,123.786,206.415,73.3258,0.182806,75.5283,,63.3342,8.00085,67.4605,17.1869,1.2297799999999999,82.8897,10.9627,6.33005,192.21,147.313,29.4378,47.8794,32.9814,52.5415,16.3619,104.39299999999999,33.7213,50.2825,70.4496,70.5288,24.4879,,99.9169,82.2613,35.3264,18.9421,76.9808,69.9098,42.6211,2.40747,109.376,21.8426,5.86565,44.9781,95.6268,53.3422,86.1141,49.7313,37.0617,54.1916,47.9798,1.3965100000000001,53.4442,17.7588,5.94281,13.7465,10.3601,71.1052,64.8426,16.8067,5.59584,204.40400000000002,3.08943,78.3794,0.32398699999999997,106.19200000000001,49.4802,36.5021,1.38099,0.85277,23.1177,3.28212,27.0109,28.4459,0.577274,69.1829,59.5028,NR_146152.1,4892.558298,48.14856393523831,53.1799815,0.905388880875002,93
7107,99.7218,266.57599999999996,146.55200000000002,261.921,182.768,1.74432,239.96400000000003,63.1012,59.1838,8.434289999999999,37.4415,96.7933,283.649,246.87900000000002,299.548,129.14,45.0012,47.7695,495.94699999999995,146.442,2.0,426.293,460.741,313.856,125.88799999999999,,369.284,,143.84,11.463,205.52700000000002,35.0602,12.1538,131.208,26.7395,12.8747,330.221,402.843,71.778,112.166,107.244,174.37900000000002,52.2561,266.46,124.49,106.367,205.02900000000002,295.693,83.0904,8.12622,290.988,247.93900000000002,38.1212,19.1123,162.27,225.69799999999998,123.11,14.209000000000001,271.325,34.2189,21.1689,92.5396,249.895,132.055,265.811,217.86700000000002,102.6,105.617,137.566,6.226430000000001,188.24599999999998,29.9173,14.3913,19.7472,28.9589,194.891,239.209,41.6808,23.4247,524.64,10.867,245.32299999999998,,295.135,188.00400000000002,111.242,4.8535,1.25995,109.59,3.73585,100.575,52.4005,1.6379700000000001,180.71099999999998,179.24900000000002,NM_014597.5,13323.675129999998,125.09196361726119,144.8225557608696,0.8637602268517656,93
67018,70.7478,174.166,106.272,188.521,130.341,2.0,206.248,34.6086,51.3985,7.38065,34.3526,62.1481,187.783,195.82299999999998,139.265,78.0637,28.663,27.7637,240.065,78.2441,1.0,252.19,266.405,209.171,95.6122,,238.90599999999998,,109.161,2.1248299999999998,114.96,20.8098,10.0,101.891,20.5243,9.2525,224.817,270.77299999999997,58.0417,65.4609,68.562,98.2668,21.781,111.42200000000001,59.8206,81.2665,124.36399999999999,139.024,62.5674,15.7374,155.33,145.381,27.5467,14.6481,146.07399999999998,109.34899999999999,66.0695,3.0,141.887,23.1797,8.76596,68.3754,156.077,106.241,189.542,112.436,76.8567,92.8356,89.4433,6.0,134.648,28.456999999999997,14.1168,8.10336,17.8207,163.64700000000002,125.891,25.6646,11.4156,336.63199999999995,4.0,194.57,2.0,193.618,126.92399999999999,54.0602,,1.0,78.3779,2.14086,67.068,30.9976,4.242430000000001,93.3237,101.927,NR_003572.2,8457.450390000002,77.32393561393937,91.92880858695654,0.8411284427862215,93
135274,53.8669,133.909,65.2425,111.595,61.2469,2.0,113.09700000000001,26.7441,25.2122,3.0,13.2405,34.2021,113.056,102.875,112.18,44.7489,31.2462,20.308,192.94299999999998,46.4414,,159.48,152.91899999999998,107.307,59.43899999999999,1.0,145.275,,79.666,3.5727,79.3689,7.37674,3.8880800000000004,56.1075,17.7066,4.07123,123.13,187.549,28.1654,45.8273,49.3974,47.4868,8.90095,82.6234,43.3534,41.9638,76.0856,93.0459,46.6788,4.43743,111.825,111.82700000000001,21.4704,5.37455,46.5078,106.75299999999999,36.8594,2.40385,91.4446,14.1761,9.22209,31.1587,99.2937,51.8493,88.6096,70.1666,64.4857,47.2438,63.2259,2.0,72.3437,7.842289999999999,6.963839999999999,8.24775,9.9564,85.0829,78.2606,18.2854,12.3515,229.451,1.6047200000000001,91.941,1.0,127.042,64.1473,47.7091,1.0,,43.0968,1.57392,52.668,21.6103,3.4952,78.3359,65.5404,NR_151703.1,5268.42474,49.659654860587956,57.26548630434784,0.8671829764382457,93
66223,83.9079,209.982,141.684,234.343,132.05700000000002,,250.683,32.5903,54.4408,8.86905,23.6025,67.9014,213.979,174.088,205.12599999999998,84.4793,35.2827,41.7745,344.411,112.897,0.6769390000000001,346.36800000000005,275.764,229.74099999999999,78.185,2.0,296.305,,124.74799999999999,7.0,135.77,13.2704,5.71603,107.321,24.961,3.5022,189.834,330.341,62.2049,61.294,76.6361,68.5693,38.351,111.044,100.469,75.9682,153.52,224.52,80.1512,16.0,187.58700000000002,185.972,38.2304,13.6039,146.002,177.297,101.62799999999999,6.415719999999999,181.003,35.9612,9.58601,81.8896,191.16299999999998,88.6657,240.49,183.627,104.396,86.6389,145.468,8.87647,164.77,25.8508,21.3927,16.8994,26.9644,197.423,174.769,38.4314,16.6951,421.275,5.0,195.733,1.0,246.794,137.47299999999998,47.2176,2.0,2.0,82.7743,1.27572,95.4538,43.4164,,135.034,126.62100000000001,NR_130107.1,10133.094238999996,95.1340450383231,110.14232868478258,0.8637373675890597,93
153279,130.49,201.468,199.90900000000002,180.963,189.983,,333.031,38.6546,70.2784,2.0,40.0877,76.4229,231.083,209.513,228.648,108.588,41.9941,44.6311,343.574,89.712,1.0,332.593,244.644,327.19599999999997,109.757,1.0,356.165,,103.39399999999999,10.3746,208.065,21.0034,6.49397,96.8734,11.989,9.30831,275.88599999999997,401.974,74.0608,76.0611,93.2454,138.455,30.8712,167.15099999999998,98.479,74.9236,90.3108,227.333,102.251,24.1825,164.834,214.169,9.80129,18.9843,191.122,216.43400000000003,101.801,6.2750699999999995,197.215,44.317,13.9924,87.0951,161.109,150.096,261.48400000000004,173.521,122.539,117.226,186.138,6.0,196.456,0.054834400000000005,24.502,21.4704,30.8671,198.891,197.217,33.1642,25.6815,436.615,4.1133,250.614,,306.226,128.393,72.4723,4.3524199999999995,1.0,61.5011,4.05443,135.55200000000002,56.7104,6.833710000000001,141.717,152.28,NM_030641.4,11410.9637344,106.10301563756653,124.03221450434786,0.855447240554164,93
149517,50.9128,94.6393,64.4777,102.167,87.0017,0.357091,129.526,22.6785,22.9288,2.02117,10.4565,27.9677,85.9899,44.9112,133.20600000000002,22.0555,14.9717,17.869,188.331,44.7836,,128.886,123.786,206.415,73.3258,0.182806,75.5283,,63.3342,8.00085,67.4605,17.1869,1.2297799999999999,82.8897,10.9627,6.33005,192.21,147.313,29.4378,47.8794,32.9814,52.5415,16.3619,104.39299999999999,33.7213,50.2825,70.4496,70.5288,24.4879,,99.9169,82.2613,35.3264,18.9421,76.9808,69.9098,42.6211,2.40747,109.376,21.8426,5.86565,44.9781,95.6268,53.3422,86.1141,49.7313,37.0617,54.1916,47.9798,1.3965100000000001,53.4442,17.7588,5.94281,13.7465,10.3601,71.1052,64.8426,16.8067,5.59584,204.40400000000002,3.08943,78.3794,0.32398699999999997,106.19200000000001,49.4802,36.5021,1.38099,0.85277,23.1177,3.28212,27.0109,28.4459,0.577274,69.1829,59.5028,NR_146146.1,4892.558298,48.14856393523831,53.1799815,0.905388880875002,93
30074,6.71737,209.74099999999999,169.843,335.98699999999997,131.231,,243.56900000000002,0.146841,3.3909,0.00938664,0.0120152,128.67700000000002,353.06699999999995,305.83099999999996,286.165,30.124000000000002,69.8059,0.0236119,190.99099999999999,28.0491,0.0213483,389.814,362.593,354.217,127.37899999999999,0.00841982,365.221,,170.38299999999998,0.00897247,269.911,19.7557,0.0179672,110.387,0.020082299999999997,0.0120708,318.097,422.666,89.0398,107.93799999999999,133.52,112.39200000000001,0.113955,2.5645599999999997,121.391,1.03556,134.41,246.55900000000003,43.1512,0.0173372,153.364,279.344,0.0239523,0.0160862,208.678,250.437,0.24830500000000003,9.65659,0.027337599999999997,0.595622,0.013601599999999998,0.0310199,289.288,0.027688,301.73900000000003,227.979,134.05100000000002,127.699,161.404,0.015669100000000002,185.203,0.0215532,0.013558,0.014036000000000002,0.0195729,0.030270099999999998,278.434,73.3866,19.995,601.623,0.015688999999999998,4.04999,,4.15078,13.1683,62.0732,0.00805223,0.00469909,88.4278,0.015381,0.030857,78.7491,2.58472,0.0256132,154.629,NM_181489.6,10107.33874125,133.68833627402532,109.86237762228257,1.2168709540736382,93
98969,72.6813,273.569,121.575,220.81799999999998,158.039,1.0,315.161,44.6272,63.9272,10.6131,36.6957,107.88,230.308,211.213,253.916,114.13600000000001,61.8824,39.6889,449.819,139.69299999999998,1.37012,442.119,368.05400000000003,284.89099999999996,95.3474,,352.065,,132.806,17.6183,186.852,19.675,4.14994,126.705,6.51982e-08,20.0857,229.701,386.50699999999995,92.1059,105.78299999999999,112.38,125.926,32.0483,160.623,84.3996,114.946,179.768,269.647,90.9225,,164.649,229.514,6.26915,25.4335,150.754,152.939,115.39,5.8533,207.21099999999998,21.5676,17.9198,130.782,221.255,111.405,235.382,231.78,105.749,64.6567,152.528,7.0,157.731,20.217,22.1755,21.0654,28.8524,210.303,206.355,28.8148,19.1208,559.116,9.54047,220.804,2.0,238.048,131.92700000000002,49.0204,2.05082,7.94354,109.53200000000001,3.49356,132.753,81.2546,3.49451,120.90299999999999,163.174,NM_001271826.2,11871.4664100652,115.96708615798387,129.0376783702739,0.8987071654002954,93
149514,566.0319999999999,1246.24,824.074,1044.46,850.6039999999999,1.12812,1242.63,488.401,216.144,59.5277,93.6501,563.808,1596.28,805.93,1438.19,667.538,276.115,364.07599999999996,2502.1,310.448,,1370.36,1737.23,1163.29,352.724,,986.3969999999999,,458.577,77.777,1541.12,178.62900000000002,50.1213,856.921,162.468,68.6126,2485.86,1097.58,268.383,678.284,356.23199999999997,755.898,196.00799999999998,486.76,466.485,521.59,914.523,926.243,287.293,313.385,978.044,965.35,206.334,128.224,406.18300000000005,790.212,746.5169999999999,46.9811,1500.47,115.23899999999999,70.6758,394.147,1499.25,363.61199999999997,869.184,708.799,285.117,662.362,560.883,18.3886,555.992,134.105,148.873,24.0627,109.956,577.76,1194.97,178.334,42.0663,1845.23,0.0980084,363.897,5.34987,1102.01,505.16,741.6389999999999,5.78845,8.01073,103.749,9.98161,167.787,224.398,24.1541,544.528,572.629,NR_146144.1,54422.6280884,546.9741541617634,591.5503053086958,0.9246452064230266,93
69826,73.844,192.49599999999998,115.275,185.391,118.775,,214.955,55.4052,40.0956,1.0,32.0,100.566,239.585,224.146,276.154,105.302,44.5654,35.0665,276.033,87.3326,2.0,261.876,315.85400000000004,210.128,77.4277,2.0,273.289,,89.1501,12.0,132.321,20.2414,6.0,87.2024,14.2061,20.3578,251.868,289.813,51.0096,74.3844,72.4562,81.9249,24.1697,132.04399999999998,79.3989,76.8662,148.124,160.25,62.6235,17.6505,158.08700000000002,174.643,28.0,21.908,119.50399999999999,139.112,72.875,7.0,154.237,28.2741,14.1404,77.5659,161.253,83.5311,176.61599999999999,135.263,97.5385,82.4564,117.09899999999999,3.0,153.408,22.0,12.1461,12.1399,20.2009,169.94099999999997,139.767,54.4107,20.0,354.463,3.0,161.874,2.0,182.64,114.537,71.71600000000001,1.0,,67.6791,6.0,92.6806,47.5102,3.0,93.8579,107.706,NR_027378.1,9230.4045,84.78895096589781,100.3304836956522,0.8450966031729807,93
159154,1.6809999999999999e-06,5.86123e-07,9.458799999999999e-07,3.1127300000000004e-07,2.58169e-05,3.34038e-05,6.00226e-07,1.2375200000000001e-06,0.000661915,9.890180000000001e-06,2.3815700000000002e-06,6.33667e-07,0.125113,6.333470000000001e-05,0.00410628,9.85662e-07,1.89582e-07,9.08352e-07,0.0005569840000000001,6.8057e-07,1.40174e-05,0.00352594,0.00086963,7.94964e-07,9.622410000000002e-07,6.83785e-06,5.34583e-07,,2.1892199999999998e-07,2.9612700000000002e-08,2.34588e-06,7.58133e-07,5.975830000000001e-06,2.0343900000000003e-07,1.466e-06,3.59459e-06,4.3282899999999996e-07,3.02245e-06,1.69868e-06,9.50526e-07,0.000675244,0.000339043,1.42267e-06,0.0005707619999999999,4.28467e-07,1.0498200000000002e-06,5.68841e-08,0.000137187,3.7348e-08,1.58046e-07,3.75295e-08,2.4793599999999997e-06,1.59707e-06,4.19822e-06,1.16973e-06,4.7060099999999997e-07,0.00444429,3.695e-06,0.00011988899999999999,2.7961200000000003e-06,1.9157e-06,1.6698400000000001e-06,8.77497e-08,0.000825445,0.000232141,4.819709999999999e-07,5.16045e-07,,6.854989999999999e-05,8.48517e-06,0.00350698,2.5101099999999998e-06,2.40017e-06,2.7729e-06,1.9771400000000004e-06,0.00014612700000000002,6.86589e-07,2.26276e-06,4.7174800000000004e-06,0.000537309,5.30798e-06,0.00280219,4.30087e-05,0.00354474,0.00018957799999999998,0.00514824,1.8796400000000002e-05,1.01157e-05,,3.59454e-06,1.28852e-06,1.70333e-06,1.86942e-05,1.25146e-07,9.470650000000001e-07,NM_001139500.2,0.158462556906,0.013047722888796994,0.0017224190968043482,7.57523120418532,93
