,IDBD-D100380,IDBD-D100376,IDBD-D100381,IDBD-D100377,IDBD-D100382,IDBD-D100383,IDBD-D100384,IDBD-D100386,IDBD-D100387,IDBD-D100388,IDBD-D100389,IDBD-D100390,IDBD-D100391,IDBD-D100392,IDBD-D100393,IDBD-D100394,IDBD-D100395,IDBD-D100396,IDBD-D100412,IDBD-D100411,IDBD-D100413,IDBD-D100414,IDBD-D100415,IDBD-D100416,IDBD-D100417,IDBD-D100418,IDBD-D100419,IDBD-D100420,IDBD-D100438,IDBD-D100439,IDBD-D100440,IDBD-D100441,IDBD-D100442,IDBD-D100443,IDBD-D100446,IDBD-D100447,IDBD-D100448,IDBD-D100454,IDBD-D100455,IDBD-D100456,IDBD-D100458,IDBD-D100459,IDBD-D100457,IDBD-D100460,IDBD-D100397,IDBD-D100398,IDBD-D100399,IDBD-D100400,IDBD-D100401,IDBD-D100402,IDBD-D100403,IDBD-D100404,IDBD-D100405,IDBD-D100406,IDBD-D100407,IDBD-D100409,IDBD-D100408,IDBD-D100410,IDBD-D100444,IDBD-D100445,IDBD-D100450,IDBD-D100451,IDBD-D100452,IDBD-D100453,IDBD-D100472,IDBD-D100473,IDBD-D100474,IDBD-D100475,IDBD-D100476,IDBD-D100477,IDBD-D100478,IDBD-D100479,IDBD-D100480,IDBD-D100481,IDBD-D100482,IDBD-D100483,IDBD-D100484,IDBD-D100485,IDBD-D100486,IDBD-D100487,IDBD-D100488,IDBD-D100489,IDBD-D100490,IDBD-D100491,IDBD-D100461,IDBD-D100462,IDBD-D100463,IDBD-D100464,IDBD-D100465,IDBD-D100466,IDBD-D100467,IDBD-D100468,IDBD-D100469,IDBD-D100470,IDBD-D100471,target_id,sum,std,mean,cv,samples_observed
24147,112.287,40.7598,122.977,145.162,52.2355,208.97,83.8174,104.48299999999999,131.215,134.174,122.139,118.96700000000001,98.6045,108.73,41.24100000000001,110.47399999999999,97.4657,103.682,70.7522,137.108,64.9384,122.492,60.1778,16.8654,114.376,61.2029,109.81299999999999,290.856,141.532,92.1114,25.3104,103.506,31.8906,7.42685,142.675,8.13653e-08,116.941,109.729,99.6557,99.9578,139.846,128.024,159.626,134.828,113.225,15.4477,124.686,141.776,3.60174,85.115,141.863,128.384,117.2,117.335,91.7228,129.501,119.876,139.584,125.115,108.33,100.07,136.632,125.443,118.41799999999999,128.584,154.563,103.275,126.178,124.223,126.564,140.951,76.5339,117.23200000000001,110.634,104.917,130.444,116.397,135.511,115.581,137.69,151.207,98.6459,192.34799999999998,58.4756,141.018,110.28200000000001,13.0368,66.9845,144.285,152.469,122.37299999999999,113.402,112.521,145.13299999999998,126.09899999999999,NM_001271581.3,10399.908290081365,43.98395916123018,109.47271884296175,0.4017800930323565,96
5864,1154.44,1120.84,1146.38,1380.14,1416.28,1496.8,1258.04,1297.2,1451.42,741.944,1400.3,1216.4,1172.81,998.0419999999999,961.2769999999999,1105.08,1014.91,1077.92,1325.62,1392.57,1001.17,1298.32,1307.5,1199.89,1324.88,1323.8,1347.57,3916.76,1311.6,1207.3,1293.0,1343.73,146.952,1357.11,1217.99,1259.13,1200.46,1256.1,1135.34,1193.59,1187.46,1235.4,1582.99,1147.7,1214.93,1247.88,1209.75,1342.46,1182.03,999.931,1391.63,1185.07,1094.46,736.362,1423.58,1108.82,1105.65,1168.39,1141.35,1440.27,1216.99,1374.5,1183.75,1165.05,1367.83,1288.8,1459.75,1170.49,1377.42,664.329,1376.53,1017.58,1039.57,1323.43,1474.09,1230.72,1116.69,990.5060000000001,912.81,1212.06,783.908,1337.49,1351.6,1403.95,1389.99,1120.53,1393.71,1259.62,1294.45,1445.43,1289.23,1253.47,1183.18,1323.89,1333.25,NR_110665.1,118043.31099999997,342.9069783674251,1242.5611684210526,0.2759678855916316,96
156644,2296.73,2552.54,2358.06,2779.98,2368.5,2243.78,2563.95,3200.29,2723.13,1879.97,2581.97,2610.9,2732.44,2898.9,2763.33,2653.73,2758.52,2723.05,2921.31,3126.88,2522.34,2613.9,2937.5,2259.66,2547.78,3354.68,2437.07,1471.33,2870.42,2946.29,2774.06,2958.47,897.206,2566.5,2742.8,2286.04,2782.78,2290.19,2137.95,2771.64,2495.88,2661.2,2943.28,3108.69,3361.47,2577.36,2839.03,2921.83,2924.7,1941.49,3093.94,2949.47,2377.54,2048.6,2243.66,2753.84,2846.03,3230.47,2847.54,2301.84,2309.73,2484.88,2775.35,2434.83,2691.95,3204.23,2616.54,3747.49,2203.87,0.858834,3135.74,2285.67,2781.25,2839.02,2792.26,2309.67,2859.8,2280.33,2320.41,2799.45,2125.35,2551.93,1614.04,2657.3,2614.66,3377.83,2178.45,2058.75,2342.91,2616.85,2172.37,2064.92,621.821,3154.12,2668.94,NR_145975.1,243067.99583400003,539.3167432925019,2558.6104824631584,0.21078501279855033,96
118722,779.175,805.039,804.2389999999999,822.3380000000001,801.535,236.025,749.938,823.948,748.6089999999999,542.503,779.868,1013.97,996.888,1016.77,988.52,870.9989999999999,1027.44,953.346,835.184,810.034,535.947,860.08,897.3589999999999,796.217,832.211,611.202,849.3430000000001,575.562,825.289,703.923,793.597,762.341,214.75599999999997,753.966,792.935,668.029,883.306,855.025,732.9739999999999,842.681,838.0,726.4169999999999,830.4739999999999,748.087,836.2139999999999,844.29,801.163,832.941,810.817,792.125,734.827,856.341,783.71,887.933,773.768,816.3689999999999,797.079,914.817,850.192,786.2819999999999,887.4830000000001,844.17,838.1519999999999,795.549,796.138,692.5419999999999,774.3439999999999,609.531,735.455,682.047,794.0360000000001,717.405,668.2639999999999,734.043,700.768,790.1360000000001,841.658,922.326,755.003,870.688,782.988,791.4939999999999,395.809,854.855,812.948,978.462,555.969,663.9760000000001,818.9939999999999,784.648,808.665,818.58,867.7189999999999,779.1669999999999,870.18,NM_024652.6,74489.149,132.61386568202144,784.0963052631578,0.16912956328433876,96
39279,4190.15,4807.21,4350.78,4962.31,4154.97,3573.2,4244.04,6271.32,4963.85,4415.05,4165.5,4242.55,4303.74,4234.27,4050.41,4631.25,3845.6,4666.75,5612.07,5711.49,3232.56,5019.25,5550.3,4298.46,4178.77,2404.49,4636.92,4399.68,5639.42,6118.35,5473.6,4547.33,848.3810000000001,4828.33,5419.83,4245.07,4879.85,4634.84,4078.13,4979.13,4694.52,6119.95,5027.35,6407.65,5241.92,4519.55,4982.17,5609.91,5067.71,3146.25,5656.43,4976.38,3765.32,3744.13,4483.77,5191.06,5043.7,5068.81,5182.12,3939.29,4065.31,4423.44,5125.31,4055.88,4925.94,5200.77,5429.91,4774.87,4201.69,3623.97,5461.17,4667.78,4857.67,4828.7,4184.42,4426.66,5263.5,4384.29,3948.14,4880.99,3908.92,4578.8,2926.01,5120.88,5507.45,4927.52,4528.15,3257.52,4335.86,6347.31,3758.31,4012.83,4784.67,5999.8,4928.59,NR_047679.1,440330.22099999996,848.6056846469792,4635.054957894737,0.183084276746617,96
149546,1435.27,1811.97,1550.32,1673.36,1893.78,1242.14,1788.42,1562.19,1605.51,1679.01,1053.79,1585.93,1212.0,953.3969999999999,1918.54,1472.04,1118.15,1462.09,1923.58,1771.32,1811.4,1447.69,1402.38,2270.37,2289.11,1313.22,987.186,5020.86,1210.72,1756.27,1421.33,2745.57,433.23900000000003,2498.35,1826.6,1149.82,2549.28,1497.07,1100.75,1551.35,1071.21,1540.16,1931.22,2071.94,1696.68,1522.21,1637.71,1540.86,1207.08,1149.16,2150.06,1441.93,1541.65,1958.94,1932.42,1828.41,1790.31,1344.15,2320.06,1886.57,1360.7,1482.63,1811.47,1201.1,1372.39,1304.37,1662.14,2041.23,1402.13,1002.01,1420.58,1246.55,1434.98,1706.13,1027.59,1388.57,1738.71,1502.38,1448.12,1765.21,1485.24,1293.68,345.28,1708.57,1178.31,1447.64,1245.83,2076.73,759.488,1093.43,1069.17,1149.95,1322.06,1552.61,1491.9,XR_430344.3,149096.98,542.6151082903873,1569.4418947368424,0.34573762183235895,96
38534,2862.29,3326.73,2702.8,3535.09,2845.87,4018.14,2815.1,4891.39,3399.08,2180.67,2969.27,3201.89,3428.47,3273.41,3504.12,3519.51,3291.25,3096.34,4441.93,4364.57,1397.6,3845.37,4351.92,2910.29,2827.11,4728.87,3264.01,3948.43,4460.15,3325.07,4150.78,3865.36,948.503,3338.82,3948.36,2898.65,3658.98,3162.64,2621.79,3610.58,3535.8,4740.97,3611.38,5008.6,3958.29,3304.67,3784.66,4292.89,3742.52,1922.74,4206.12,3905.75,2427.83,3145.47,2997.3,3870.46,3618.75,3813.27,3861.0,2543.55,2794.14,2807.38,3986.04,2619.29,3564.95,3931.56,3821.32,3722.71,2872.5,2167.63,4030.18,3297.36,3250.19,3095.82,3248.27,2960.92,4152.85,3160.91,3009.71,3438.45,2643.51,3009.47,1573.43,3836.19,3767.37,3778.17,1940.32,2425.37,2955.37,3992.71,2629.01,2740.99,3277.96,5165.36,3521.33,NR_126435.1,320411.96300000005,759.768034859477,3372.7575052631573,0.22526613125131761,96
156643,161.45,239.334,240.135,259.998,243.03599999999997,0.00619815,108.645,2.4617700000000003e-06,127.51899999999999,901.743,8.25535e-06,180.375,143.959,130.55,223.498,207.425,112.39399999999999,153.638,216.949,215.40900000000002,0.00153135,340.36300000000006,144.439,310.823,129.356,0.00208325,300.97700000000003,0.0641447,220.372,3.74236e-05,252.66,4.2866199999999995e-06,3.29876e-05,287.902,239.995,359.07199999999995,273.813,331.39,189.166,51.832,447.23,226.775,199.895,149.713,237.94400000000002,379.514,238.195,171.644,139.817,327.97900000000004,449.91,145.18200000000002,127.846,398.529,374.32800000000003,203.59,194.24599999999998,7.9058e-05,190.685,6.282200000000001e-06,406.135,135.86700000000002,231.295,250.27900000000002,297.70799999999997,157.259,422.42900000000003,146.048,648.659,1930.65,184.435,671.238,1.63754e-05,1.67156e-05,1.1978800000000001e-05,316.982,123.781,329.282,357.23199999999997,208.46900000000002,0.00019307799999999998,261.533,0.00821037,317.482,405.226,36.7736,0.000627081,0.00167706,579.776,0.000189614,443.19699999999995,468.77099999999996,1613.27,329.42400000000004,297.009,NR_145974.1,23471.53367047794,281.67013227698635,247.06877547871522,1.1400474695000542,96
88153,166.762,178.187,175.375,193.713,179.12900000000002,90.0516,177.94099999999997,192.84099999999998,183.628,161.411,190.799,174.167,169.265,172.063,167.076,176.368,155.763,166.61599999999999,198.34,201.183,188.18099999999998,192.78,193.885,177.42,177.542,188.88299999999998,183.982,202.65599999999998,200.68099999999998,192.949,198.65,146.914,51.8515,186.958,186.77700000000002,149.378,177.237,176.597,165.335,182.495,186.579,184.855,179.24,209.269,214.372,181.25099999999998,192.547,196.748,191.03,137.95600000000002,206.31599999999997,185.605,167.842,155.32399999999998,184.50799999999998,184.28400000000002,181.577,185.107,184.093,160.042,152.166,177.544,183.58599999999998,172.62099999999998,194.632,202.44799999999998,189.398,199.178,188.94799999999998,165.174,211.358,178.37900000000002,170.953,195.657,175.597,187.649,190.457,184.94400000000002,181.987,188.575,160.14700000000002,186.128,79.1242,195.31400000000002,200.22799999999998,192.233,114.35,154.619,187.18400000000003,184.544,174.176,166.38299999999998,185.92,211.37400000000002,191.264,NR_002728.3,16934.614299999994,25.195167707096513,178.25909789473678,0.14134015040272688,96
59994,383.37800000000004,431.478,400.949,466.105,418.73800000000006,199.52700000000002,444.653,427.94599999999997,462.158,407.462,408.50699999999995,424.833,418.29400000000004,392.87199999999996,393.88,432.457,439.49199999999996,365.73,474.42400000000004,474.477,498.36800000000005,471.735,453.389,424.63699999999994,411.278,557.435,425.514,996.763,465.04,447.267,457.16,421.746,120.26299999999999,404.42400000000004,377.35699999999997,394.64099999999996,410.403,415.13,381.881,437.899,413.224,428.961,396.57199999999995,457.38300000000004,497.595,403.077,452.476,475.01599999999996,488.705,335.004,508.287,459.977,387.60699999999997,350.48800000000006,432.371,431.923,451.225,427.711,467.639,427.85400000000004,364.08,446.186,442.504,399.30800000000005,452.805,480.11,447.41,502.84,415.236,278.064,489.36199999999997,374.31,357.87199999999996,450.407,434.103,445.219,437.778,419.92,411.301,440.452,368.17199999999997,414.98900000000003,413.089,484.76599999999996,482.704,445.907,348.126,467.413,472.29900000000004,326.855,402.952,399.87800000000004,422.464,475.626,445.064,NR_034022.1,40792.35599999999,82.94265429996172,429.3932210526315,0.19316246795101427,96
13113,49.1066,55.3433,107.51100000000001,55.3875,60.7619,2968.0,45.7255,74.1044,61.5245,78.1184,61.6176,60.7011,68.3422,65.0213,69.4599,60.086000000000006,101.066,70.1041,64.6036,64.0755,962.788,53.998999999999995,70.23100000000001,60.4354,34.0768,1516.64,44.016999999999996,33775.8,52.9449,1967.89,64.6603,862.1080000000001,220.787,107.20299999999999,293.676,428.42199999999997,46.8955,41.6924,103.604,67.9322,85.7774,159.036,74.3066,42.842,59.2823,76.3912,38.5574,65.1055,77.5177,37.3818,51.5654,59.4157,122.10799999999999,282.797,45.7618,39.9742,44.846000000000004,133.974,53.4654,55.0802,455.315,62.9783,63.2761,66.903,51.0675,63.9788,60.1336,45.8423,52.8826,393.89,34.4367,75.9777,55.7216,164.014,151.346,78.6666,97.6385,126.796,62.0967,68.5764,334.065,44.0809,4645.47,63.7128,44.9723,52.2637,276.29200000000003,618.48,48.8904,206.763,47.3982,80.0407,180.30900000000003,25.8884,58.9356,XM_005245551.5,55580.74789999999,3495.18584168653,585.0605042105262,5.974058779446909,96
18414,4041.8,4726.1,3889.62,4792.82,4185.65,2299.03,4367.86,5662.27,4927.07,4470.19,4565.45,4601.0,4810.99,4640.32,4691.64,4867.86,4770.28,4796.96,5818.29,5687.35,5880.09,5187.71,5899.81,4345.95,4108.49,6584.1,4644.8,9076.5,5769.38,4944.58,5567.96,5630.96,1122.04,4856.77,5118.62,4023.15,4981.69,4830.3,4076.71,5132.3,4986.64,6688.83,4994.05,6843.68,5279.87,4639.15,5227.0,5875.06,5338.86,3201.77,5648.55,5378.37,3957.81,4054.53,4510.02,5329.61,4780.7,5577.11,5306.13,3292.83,3716.76,4397.16,5320.96,4056.85,4755.61,5241.91,5180.58,4905.99,4467.22,2966.4,5396.58,4403.36,4286.14,4945.83,5081.24,4410.47,5423.19,4790.75,4071.7,4832.31,3960.36,4515.55,4665.02,5109.12,5150.69,5001.94,2419.8,6063.8,4784.06,5147.22,4092.2,4164.08,4747.7,6337.79,4872.1,NR_125368.1,458987.47,981.4580714729007,4831.447052631577,0.20313956890789545,96
24148,25.1854,105.06200000000001,26.1479,27.0473,10.6953,85.8454,16.5005,24.2978,31.1442,42.2607,31.3603,24.979,19.1689,21.1705,93.85600000000001,23.8615,19.6142,24.9207,83.8352,29.0608,24.0103,19.2902,86.4536,129.124,25.0956,22.6648,21.1144,144.741,27.256,26.0304,121.175,25.1536,9.70317,126.178,37.4484,107.025,22.3088,19.8125,23.2847,22.1052,0.591481,27.3927,39.7797,27.0479,23.0378,150.33,25.0527,29.862,147.216,23.4928,22.8738,26.3283,29.5299,32.9508,19.4718,26.0611,26.1788,41.2857,24.7857,27.5103,28.0581,31.575,26.4218,25.9417,25.4729,3.7373199999999995,21.3461,26.2445,26.3713,42.4506,28.634,19.7127,31.4055,29.6378,27.4945,26.0045,23.3506,33.6112,31.5031,23.4197,48.9921,19.3892,82.4424,108.771,29.7024,24.0457,4.57658,25.2781,32.772,48.6306,27.4045,27.5153,39.8123,29.8567,26.5183,NR_073367.2,3684.867651,32.91993322845191,38.78808053684211,0.8487126141027667,96
156642,0.0166695,0.00684647,0.0112107,0.0486475,0.286773,1.96032,0.00662508,0.0309238,0.0309332,0.20055,0.0546393,0.0112366,0.00639147,0.00686575,58.218,0.0142881,0.00848426,0.0341699,0.00425869,0.014500399999999998,0.9573780000000001,0.00473439,0.00467202,0.00569529,0.0155352,1.28924,0.00522505,5.8660000000000005,0.00623119,0.133191,0.00954309,0.0405026,0.0727909,0.0045092,0.0690884,0.08790830000000001,0.00560636,0.00298493,0.021444400000000002,0.0179851,0.462629,0.0132975,0.0491711,0.00932624,0.0112796,0.014584999999999999,0.00862389,77.7848,0.0207055,0.0728239,0.007622399999999999,0.283445,0.0433346,0.0881127,0.123873,0.00846985,0.016718,0.209498,0.00773335,0.044647900000000004,0.0981158,8.66602,0.17205,0.0146629,0.407449,0.00926064,0.00994336,0.014967900000000001,0.0103481,0.00015071,0.010392100000000001,0.049587900000000004,0.0823572,0.0840681,0.0694644,0.0698217,0.00857957,0.0366999,0.07879,0.00227397,0.283645,0.00651248,1.97318,105.985,0.0115363,0.0195965,0.548397,0.9186190000000001,0.0187845,0.30837800000000004,0.0155719,0.02792,0.16658399999999998,0.011547100000000001,0.0116302,NR_110456.2,269.07520089999997,14.59833494588328,2.832370535789473,5.154104931335989,96
133664,2393.01,3965.9,4953.9,2095.77,3365.0,3923.72,2925.97,3086.04,2926.59,3202.59,4515.41,3405.96,4066.63,5064.63,5720.2,2985.26,4135.96,3482.0,2808.44,2487.74,1909.22,3166.77,3249.46,6028.34,3509.0,4419.21,2757.83,12302.0,3445.93,2549.07,2970.55,4453.38,875.6460000000001,3565.43,3241.9,2485.65,3624.33,6570.48,7877.19,3524.23,2984.85,2759.63,2827.34,2685.39,2161.38,2850.27,2786.99,2599.31,2459.62,3685.21,1848.85,3479.4,2978.52,4857.36,3081.4,3460.91,2334.59,2746.87,2572.07,4465.19,5511.3,3538.98,2356.33,2637.84,2481.87,2027.8,2505.33,2537.52,5000.58,3765.95,2144.82,2002.25,2248.82,2514.61,2566.23,4397.45,2487.4,2759.16,2698.63,2728.66,5110.36,3268.18,3384.0,2692.09,2328.19,2572.18,2035.02,5519.03,3147.17,5974.47,5577.76,5012.71,6538.12,2734.39,2344.85,NR_033770.1,330811.53599999996,1529.5479514998628,3482.2266947368416,0.4392442208922454,96
18513,0.13028199999999998,89.9902,72.6335,93.7743,0.07460119999999999,6.7134,46.2785,0.25752800000000003,143.172,532.795,0.25732,112.34899999999999,43.0123,45.9829,0.07911810000000001,191.15599999999998,152.062,0.186003,28.224,0.19113,1.19556,62.8761,0.050449400000000005,123.611,0.13614,3.06184,34.2837,18.5399,75.0278,0.552874,61.5718,0.16641199999999998,39.8466,0.06814529999999999,0.329486,0.34134200000000003,38.9594,151.8,0.184508,118.53299999999999,0.128678,88.2681,0.228008,0.0786346,0.08745950000000001,0.106099,213.085,109.229,0.132937,0.39415500000000003,111.06,148.253,0.22312600000000002,0.428404,74.3638,0.0965294,0.24338,0.48953500000000005,17.1023,1.65494,0.340094,134.36,107.311,0.10144700000000001,46.989,0.36607199999999995,95.7356,387.07099999999997,0.10495399999999999,1.02082,71.3485,0.27608699999999997,0.332924,0.34260100000000004,18.8888,56.9587,57.3578,203.011,0.380729,23.8199,0.933048,53.7018,7.656219999999999,93.2924,0.0982322,0.11982999999999999,1.7980599999999998,2.17057,0.255764,1.09548,212.21,0.201101,1.71317,149.845,77.3598,NM_002908.4,4864.675727700001,83.9182397798551,51.20711292315791,1.6388004515268018,96
94085,230.104,96.4702,0.225846,0.130113,148.928,5.97129,0.168196,0.34260100000000004,0.45693100000000003,1.3361100000000001,0.556808,0.196493,90.4019,0.121707,0.11275,0.227498,0.132675,0.380882,0.122575,0.235053,1.8515099999999998,0.05750319999999999,0.118649,0.17310599999999998,0.26722199999999996,1.71114,73.4673,,0.151249,0.930243,0.18858699999999998,0.304181,0.31448000000000004,0.143465,0.49478199999999994,0.9076850000000001,0.11808900000000001,59.7391,0.376812,0.26214299999999996,0.38451599999999997,0.27266,0.52672,0.191494,0.222604,0.27229699999999996,0.18571500000000002,0.247996,0.35281399999999996,0.6037359999999999,106.779,0.18848399999999998,0.449392,0.7602439999999999,0.234564,118.853,0.254229,1.05571,108.93299999999999,0.49806300000000003,0.669743,277.411,0.218255,0.272948,0.194881,0.188813,0.201698,209.78900000000002,0.25543699999999997,1.46625,146.901,0.726549,0.666317,0.810998,0.49665200000000004,0.200742,120.455,0.49739399999999995,1.00058,0.0812349,1.21308,0.18192,9.26937,90.8008,0.250594,0.237632,1.12373,7.022810000000001,0.372066,1.23271,0.324447,0.453988,2.3794299999999997,0.2017,0.22660100000000002,NM_148170.5,1937.2604821,53.33468823310732,20.60915406489361,2.587912539503967,95
140360,161.506,168.976,184.111,168.403,177.59900000000002,399.616,193.24,185.873,160.435,178.893,185.178,170.144,187.074,161.755,155.92,156.292,173.523,148.303,169.829,176.19099999999997,114.15100000000001,185.582,178.368,168.12099999999998,163.94,323.651,184.59900000000002,,163.72899999999998,180.31,176.532,173.90900000000002,43.8627,186.82299999999998,164.033,175.761,171.813,183.868,172.804,191.88099999999997,170.524,186.505,176.051,162.15,157.384,178.22400000000002,167.07,178.322,153.36,190.81599999999997,179.425,170.05,193.78099999999998,189.55,172.082,164.245,174.43400000000003,134.248,179.03099999999998,161.472,127.045,202.731,173.604,168.435,161.748,174.847,168.31,175.429,178.923,186.472,160.58100000000002,162.642,120.971,158.586,160.089,161.287,166.84900000000002,213.625,198.185,191.12900000000002,134.497,165.093,263.862,171.835,179.49599999999998,195.226,169.299,171.266,192.907,151.119,155.55100000000002,181.745,81.1773,179.44299999999998,178.41400000000002,NM_001080436.2,16387.740999999998,37.61971080236126,174.33767021276594,0.21578647205993545,95
55981,263.461,263.244,288.722,252.15200000000002,226.89700000000002,177.614,284.63599999999997,244.722,210.18200000000002,228.483,217.817,262.92400000000004,260.601,252.792,245.146,252.378,249.797,273.177,239.981,234.02200000000002,154.731,242.917,266.795,258.048,264.923,178.49099999999999,272.67,,235.982,167.243,267.725,211.27700000000002,89.8684,250.82299999999998,209.30200000000002,261.566,253.097,268.258,230.06900000000002,281.207,239.43900000000002,274.712,233.56099999999998,264.551,231.94299999999998,262.943,246.56799999999998,253.733,240.49200000000002,195.895,278.051,249.76,240.65099999999998,252.325,236.796,249.921,251.674,209.74200000000002,245.149,255.019,201.66400000000002,240.30599999999998,215.122,266.464,250.51,249.187,245.38400000000001,204.22,290.334,286.601,265.439,226.84400000000002,325.855,195.80700000000002,237.477,246.547,236.62599999999998,270.622,226.544,260.07099999999997,326.505,283.937,136.662,248.49200000000002,272.808,269.905,100.895,212.067,245.951,197.704,223.535,250.562,269.888,265.97900000000004,252.757,NM_016230.4,22705.936400000006,38.196845775033715,241.55251489361706,0.15813060688627528,95
139826,1379.52,1393.55,1428.02,1404.46,1319.66,835.0060000000001,1428.8,1377.37,1663.39,1671.56,1074.4,1099.4,1145.51,1173.04,1107.24,1182.41,1239.59,1258.41,1467.34,1649.97,1139.97,1422.77,1483.6,1258.13,1356.5,773.812,1337.59,,1518.43,1456.93,1559.06,1159.75,322.39799999999997,1362.14,1325.36,1031.61,1507.78,1346.58,1200.12,1543.13,1763.56,1521.99,1152.23,1652.19,1744.8,1314.17,1511.73,1518.55,1592.15,1011.16,1666.55,1465.12,1585.59,860.0,1339.76,1501.56,1187.79,687.783,1653.08,1190.94,943.7339999999999,1321.35,1490.61,1378.59,1361.89,1636.77,1616.16,1811.98,1470.43,909.285,1691.25,1516.16,1580.52,1398.18,1458.54,1307.67,1388.96,1542.87,1228.99,1489.7,1001.75,1404.82,1111.32,1416.94,1580.97,1689.74,2008.76,1731.09,1329.17,1275.91,1276.8,1211.06,1977.08,1668.24,1528.21,NM_001355197.2,129080.50800000002,272.3502333205389,1373.1968936170215,0.198332980934121,95
56206,607.686,654.174,589.57,681.482,648.822,358.48900000000003,599.491,683.888,559.915,703.025,624.863,686.3860000000001,696.959,770.497,821.98,690.008,654.113,652.601,703.1569999999999,832.926,224.386,618.1519999999999,644.596,553.378,599.987,914.6339999999999,658.68,,773.304,707.204,869.1669999999999,783.1360000000001,173.292,673.961,673.038,681.3789999999999,837.9760000000001,640.319,569.257,601.36,727.7689999999999,786.852,655.354,834.837,700.461,684.8810000000001,717.062,736.74,692.6089999999999,600.3380000000001,728.6239999999999,736.895,602.997,757.7710000000001,628.634,692.915,679.1139999999999,879.0160000000001,779.7710000000001,488.416,554.192,737.9010000000001,746.4830000000001,642.094,618.279,775.319,728.987,770.6060000000001,656.413,343.99699999999996,742.8889999999999,722.2669999999999,587.672,719.382,632.623,581.205,743.3439999999999,689.909,629.361,692.012,510.159,663.066,986.013,661.076,755.576,850.855,290.556,475.82199999999995,554.5459999999999,719.807,611.226,656.9019999999999,207.357,692.957,625.0169999999999,NR_110867.1,62104.16400000001,137.71997110627146,660.6825957446812,0.20845103532815465,95
24146,0.147313,0.030598300000000002,0.12726099999999999,0.0835904,97.5986,4.02506,51.4493,0.160939,0.221307,0.79467,0.292009,0.116427,30.2257,0.07612139999999999,0.0271152,0.12258499999999999,0.0790048,0.18491,13.1656,0.13991800000000001,0.783682,5.59973,0.033699,0.012226700000000002,0.13608699999999999,0.7437739999999999,6.896960000000001,13.1249,0.09436280000000001,0.337071,0.021846200000000003,0.193838,0.161998,0.00439774,0.37611500000000003,,0.07477,16.6257,0.156751,0.123155,0.208024,0.136235,0.334246,0.107775,0.09637380000000001,0.0176264,0.100367,0.140699,0.00465976,0.280515,0.042989099999999995,0.113157,0.257693,0.41755600000000004,35.0651,0.104973,0.139677,0.625363,0.0945812,0.24664699999999998,0.353638,0.20466600000000001,0.12449,0.139917,0.0972033,0.120991,0.0942573,0.118421,0.127657,0.9909530000000001,0.11913800000000001,0.185549,0.338389,0.319342,0.274654,0.101401,0.093043,0.27787199999999995,0.36024,0.0528972,1.0154100000000001,27.1112,4.47302,0.0526302,0.13994700000000002,0.127605,0.12496800000000001,0.8851370000000001,0.20016099999999998,0.9548690000000001,0.159429,0.210894,1.11691,0.129717,0.124271,NM_018981.4,324.4242368,12.562818701548052,3.4513216680851073,3.6400022686144653,95
58857,12.2872,9.04042,10.0506,142.436,9.6014,39.354,48.9444,16.4127,16.2428,35.5518,17.2294,166.408,4.8897699999999995,9.41669,61.7625,227.567,9.824489999999999,16.6425,41.3646,13.2362,39.4455,2.5950599999999997,8.870460000000001,6.29228,5.39058,49.7073,8.74186,,121.946,14.3045,177.65200000000002,18.2483,10.38,265.346,20.0402,25.4874,9.3573,7.29783,12.7999,12.9895,14.5379,117.831,15.8548,12.6089,12.7453,12.5947,88.8746,7.4004,15.6175,20.1934,6.27236,11.3597,15.3594,22.017,10.9979,10.8108,13.2587,34.1645,10.6001,15.3812,23.421999999999997,14.4687,12.1721,74.8079,71.2891,11.2987,153.861,13.4782,11.0902,33.0458,11.2549,17.5856,22.9711,24.1015,20.1753,9.293239999999999,5.15647,16.9385,21.658,5.45843,34.6764,77.2082,70.7793,11.5223,13.2545,14.0035,27.9528,50.1205,5.3762099999999995,41.3999,12.1869,14.3397,33.6669,74.8838,11.9761,NM_001322814.2,3260.5083500000005,47.90506464862746,34.686259042553175,1.3810963179931692,95
126788,908.431,765.9580000000001,910.669,872.505,837.7819999999999,1573.67,862.88,580.219,720.425,522.455,732.4019999999999,704.255,763.467,673.825,664.429,545.57,595.007,829.563,828.737,802.36,255.24,835.404,755.368,793.6510000000001,900.2080000000001,924.492,914.235,,813.926,684.002,737.841,542.6990000000001,180.1,790.4689999999999,729.951,1034.76,665.3789999999999,792.83,752.153,743.046,712.5010000000001,665.6560000000001,718.319,768.6139999999999,743.797,777.947,764.993,846.824,712.11,794.985,779.3710000000001,764.132,839.295,499.784,919.079,747.345,818.5360000000001,614.702,713.059,713.118,1087.62,858.403,744.615,806.5930000000001,811.8939999999999,758.53,675.434,633.762,855.1360000000001,832.07,838.985,901.4739999999999,736.867,773.054,745.625,977.721,713.347,722.949,950.2280000000001,724.316,1505.25,816.543,527.803,805.1010000000001,760.331,704.893,1586.68,1160.37,977.5930000000001,913.204,787.789,745.05,478.00800000000004,820.941,838.029,NR_034144.1,74030.73800000001,200.09184376921993,787.5610425531913,0.2540651872781098,95
