,log_coverage,log_conc,residuals
0,-2.1954949471918295,8.012837224705173,0.30660925316310284
1,-1.8949092502019045,9.012837224705173,-0.3275855709897151
2,-1.8649672762961822,9.012837224705173,-0.29114694753065784
3,-5.175137436375645,5.012837224705172,-0.3195401466007626
4,-3.0134444646779346,7.012837224705172,0.3111854187144836
5,-2.2171731887175747,8.012837224705173,0.2802273825924324
6,-4.008564278172749,6.012837224705172,0.1001498238415639
7,-3.9950559173627287,6.012837224705172,0.11658915662086766
8,-3.0297649460655625,7.012837224705172,0.29132380645649203
9,-2.524201482353738,7.929418925714293,-0.009999971115197681
10,-1.977306689066616,8.929418925714293,-0.34444286699587146
11,-1.9855109953379404,8.929418925714293,-0.35442729981599363
12,-4.999969837169389,4.929418925714293,-0.022947318442180453
13,-3.128672212004963,6.929418925714293,0.25437446928955687
14,-2.5763370677506527,7.929418925714293,-0.07344765733246028
15,-4.224828323827861,5.929418925714293,-0.07961974020464258
16,-4.240400947800958,5.929418925714293,-0.0985712289412195
17,-3.332884308647602,6.929418925714293,0.005853522782291343
18,-2.110027850871154,8.181843587944773,0.24161418025373038
19,-1.807182309078327,9.181843587944773,-0.38983047004254345
20,-1.8174726948512026,9.181843587944773,-0.4023536087509978
21,-4.77999635661174,5.181843587944773,-0.007669829363029734
22,-2.9171821966309803,7.181843587944773,0.2593277962266587
23,-2.1416118394079158,8.181843587944773,0.2031772666003402
24,-3.8052969976561366,6.181843587944773,0.17851458982721624
25,-3.8016076230051405,6.181843587944773,0.1830044652819991
26,-2.9329894146776465,7.181843587944773,0.24009081244758956
27,-2.00560054908143,8.334453751150932,0.21608939694745644
28,-1.6015667346666158,9.334453751150932,-0.29221168986316215
29,-2.0495775875991544,9.334453751150932,-0.8374295444702842
30,-4.827798897233883,5.334453751150931,-0.21845447310280885
31,-3.2805445624134486,7.334453751150931,-0.33548515787197086
32,-2.3834879263980033,8.334453751150932,-0.2437899648917483
33,-4.83578774031278,5.334453751150931,-0.22817669267797758
34,-4.0034217443879285,6.334453751150931,-0.21520836930925036
35,-3.9943375105340655,6.334453751150931,-0.20415308692014644
36,-2.923946048737515,7.334453751150931,0.09848619641519196
37,-1.9440070827110885,8.164352855784436,0.4611479799959284
38,-1.6050398702545197,9.164352855784436,-0.126337512491558
39,-1.6210877118233455,9.164352855784436,-0.14586732899925714
40,-4.977407080513444,5.164352855784437,-0.23042294544342745
41,-2.806087922172152,7.164352855784437,0.41201744507193805
42,-1.9353936665008802,8.164352855784436,0.47163028924408223
43,-4.013961420496798,6.164352855784437,-0.057933992672643875
44,-3.8332285602265848,6.164352855784437,0.16201331817603393
45,-2.78548900111655,7.164352855784437,0.4370858099823929
46,-2.0538515944319693,8.143014800254095,0.34880804842214275
47,-1.8735068588228008,9.143014800254095,-0.43171697860588587
48,-1.7151347715852883,9.143014800254095,-0.23898216187524923
49,-5.055030965534341,5.143014800254095,-0.3035511908527546
50,-2.8290382284181117,7.143014800254095,0.4054255595035485
51,-2.0262868078362164,8.143014800254095,0.38235369516722706
52,-3.783031504757597,6.143014800254095,0.24443991812723542
53,-3.728279744732059,6.143014800254095,0.3110714225688982
54,-2.82824192412699,7.143014800254095,0.4063946416460418
55,-2.3947312943419363,7.939519252618618,0.1374616397802395
56,-2.0204237371150278,8.939519252618618,-0.4070155487105094
57,-2.081061622177711,8.939519252618618,-0.4808103181572392
58,-4.987760221132894,4.939519252618618,-0.018188852044020543
59,-3.2361773587454765,6.939519252618618,0.11344310317843664
60,-2.398524997715097,7.939519252618618,0.13284479891446388
61,-4.165527768889192,5.939519252618618,-0.017552794532781135
62,-4.237059271481268,5.939519252618618,-0.10460482044865316
63,-3.2088326893845327,6.939519252618618,0.1467208728269327
