id	rank	name	childcount	min	max	mode	median	mean	stddev	sum16slist
12545	order	Mycoplasmatales	1	1	3			1.74	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 3, 2]
12546	order	Thermotogales	2	1	4			1.95	0.95	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 4, 4, 4, 2, 2, 2, 2]
12547	order	Gammaproteobacteria_incertae_sedis	8	1	6			2.50	1.50	[3, 1, 2, 1, 1, 3, 2, 2, 6]
12548	order	Desulfarculales	1	1	1			1.00	0.00	[1]
12549	order	Burkholderiales	8	1	9			3.48	1.65	[1, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 3, 5, 5, 5, 5, 3, 3, 3, 3, 9, 2, 5, 4, 1, 2, 1, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 1, 2, 4, 2, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 2, 4, 4, 4, 4, 4, 2, 4, 4, 4, 3, 3, 3, 3, 2, 3, 2, 3, 3, 2, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 2, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 4, 6, 5, 7, 4, 7, 7, 7, 5, 4, 6, 5, 4, 4, 4, 4, 6, 6, 6, 5, 4, 4, 4, 4, 5, 6, 6, 6, 6, 5, 7, 6, 6, 5, 3, 6, 6, 6, 6, 4, 6, 2, 4, 6, 4, 5, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 6, 4, 6, 4, 4, 6, 4, 4, 3, 3, 4, 4, 4, 4, 4, 5, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 4, 5, 5, 6, 4, 4, 5, 5, 6, 5, 6, 5, 4, 4, 4, 6, 4, 6, 5, 6, 6, 4, 4, 4, 6, 4, 4, 6, 4, 4, 6, 4, 4, 4, 6, 6, 6, 7, 4, 4, 4, 6, 6, 6, 5, 6, 6, 6, 6, 6, 4, 4, 4, 5, 6, 5, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 5, 4, 6, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 4, 5, 6, 4, 4, 6, 6, 7, 6, 5, 4, 4, 6, 6, 4, 6, 6, 6, 7, 5, 6, 6, 4, 6, 2, 1, 3, 4, 1, 1, 3, 1, 7, 1, 7, 8, 7, 6, 7, 7, 7, 2, 2, 2, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 8, 8, 8, 1, 2, 6]
12550	order	Acidithiobacillales	1	2	4			2.33	0.00	[2, 2, 2, 2, 2, 4]
12551	order	Verrucomicrobiales	1	3	3			3.00	0.00	[3, 3, 3]
12552	order	"Parvularculales"	1	1	1			1.00	0.00	[1]
12553	order	Dehalococcoidales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
12554	order	Sulfolobales	1	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
12555	order	"Salinisphaerales"	1	2	2			2.00	0.00	[2]
12556	order	Alphaproteobacteria_incertae_sedis	1	2	2			2.00	0.00	[2]
12557	order	Elusimicrobiales	1	1	1			1.00	0.00	[1]
12558	order	"Fibrobacterales"	1	3	3			3.00	0.00	[3, 3]
12559	order	Candidatus Brocadiales	1	1	1			1.00	0.00	[1]
12560	order	Bdellovibrionales	2	1	2			1.75	0.25	[2, 2, 1, 2, 1, 1, 2, 2, 2]
12561	order	Anaerolineales	1	1	2			1.50	0.00	[2, 1, 1, 2]
12562	order	Lactobacillales	6	1	11			5.04	0.53	[4, 5, 4, 6, 4, 6, 6, 4, 4, 6, 6, 6, 4, 6, 4, 6, 6, 6, 6, 6, 5, 6, 4, 6, 6, 4, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 4, 6, 6, 6, 6, 4, 4, 4, 6, 6, 6, 4, 6, 6, 4, 5, 6, 6, 6, 7, 6, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 4, 6, 6, 6, 7, 4, 6, 5, 5, 5, 5, 2, 2, 5, 6, 6, 6, 8, 8, 9, 11, 9, 9, 8, 5, 9, 9, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 6, 6, 4, 8, 6, 8, 8, 6, 4, 4, 7, 6, 6, 5, 6, 5, 5, 5, 6, 6, 6, 6, 6, 7, 6, 6, 6, 4, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 4, 4, 5, 4, 5, 7, 4, 7, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 1, 6, 4, 4, 4, 4, 4, 6, 5, 5, 4, 4, 6, 6, 6, 4, 5, 5, 5, 5, 6, 5, 4, 4, 7, 6, 4, 5, 6, 5, 4, 5, 4, 4, 6, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 5, 2, 2, 4, 7, 5, 5, 7, 7, 4, 5, 6, 5, 6, 6, 6, 7, 6, 4, 5, 7, 7, 7, 4, 5, 2, 6, 4, 5, 5, 6, 6, 6, 6, 6, 6, 5, 6, 7, 6, 6, 7, 7, 1, 6, 6, 6, 4, 7, 6, 3, 5, 4, 7, 4, 6, 9, 6, 6, 8, 6, 6, 8, 4, 5, 6, 4, 4, 4, 5, 5, 6, 4, 6, 4, 5, 5, 5, 5, 4, 5, 6, 6, 6, 5, 4, 6, 4, 7, 4, 7, 5, 6, 4, 4, 4, 4, 7, 4, 4, 6, 6, 7, 7, 6, 4, 4, 6, 7, 7, 6, 6, 6, 6, 4, 6, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 5, 6, 6, 5, 6, 6, 7, 5, 5, 4, 4, 4, 4, 4, 4, 6, 6, 4, 4, 5, 4, 7, 7, 7, 7, 4, 4, 4, 5, 4, 5, 4, 6, 6, 6, 6, 6, 4, 5, 5, 4, 6, 5, 4, 6, 6, 6, 6, 6, 4, 4, 7, 7, 7, 7, 7, 4, 6, 4, 4, 4, 4, 4, 4, 6, 4, 6, 7, 7, 5, 7, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 5, 7, 6, 4, 5, 6, 4, 7, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 4, 6, 6, 6, 4, 6, 6, 6, 6, 4, 6, 6, 6, 6, 6, 4, 4, 6, 6, 4, 6, 5, 6, 7, 6, 6, 6, 6, 6, 6, 6, 4, 6, 6, 6, 6, 4, 6, 6, 4, 5, 4, 4, 4, 4, 6, 4, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 5, 5, 5, 6, 6, 6, 6, 6, 7, 6, 5, 5, 4, 9, 6, 5, 5, 4, 6, 5, 5, 7, 5, 5, 5, 9, 4, 5, 5, 6, 4, 9, 4, 9, 4, 4, 5, 5, 5, 4, 5, 5, 4, 6, 7, 5, 6, 8, 5, 5, 5, 5, 5, 4, 5, 5, 6, 5, 5, 5, 5, 4, 6, 5, 4, 4, 5, 5, 7, 4, 5, 5, 5, 4, 4, 5, 4, 4, 4, 7, 4, 6, 6, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 8, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 4, 6, 6, 5, 7, 7, 6, 6, 6, 5, 5, 7, 5, 7, 6, 5, 5, 5, 5, 11, 10, 8, 9, 8, 9, 5, 5, 4, 4, 5, 4, 9, 4, 5, 5, 9, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 9, 4, 5, 7, 5, 5, 5, 5, 7, 7, 5, 1, 5, 5, 5, 5, 4, 6, 6, 7, 8, 8, 5, 9, 9, 4, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 3, 5, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 5, 5, 5, 5, 5, 4, 5, 5, 5, 4, 4, 4, 5, 5, 5, 6, 5, 5, 5, 5, 6, 6, 7, 7, 6, 7, 6, 7, 5, 5, 5, 9, 5, 5, 6, 5, 7, 5, 4, 5, 5, 7, 6, 5, 9, 5, 7, 7, 7, 7, 7, 5, 5, 5, 4, 5, 5, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 4, 5, 5, 4, 6, 4, 4, 4, 5, 4, 7, 4]
12563	order	Methanocellales	1	2	3			2.50	0.00	[3, 2]
12564	order	Thermales	1	1	3			2.23	0.00	[2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2]
12565	order	Chromatiales	6	1	3			1.79	0.72	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 3, 2, 2, 2, 2, 3, 3, 2, 1, 2, 2, 3]
12566	order	Desulfobacterales	2	1	7			3.35	0.15	[2, 7, 2, 3, 1, 4, 6, 3, 3, 2]
12567	order	Natrialbales	1	2	4			2.87	0.00	[2, 3, 4, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3]
12568	order	Pasteurellales	1	1	7			5.92	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 6, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
12569	order	Chlamydiales	4	1	4			1.94	0.97	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 3, 4]
12570	order	Xanthomonadales	2	1	4			1.82	0.32	[2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 2, 3, 4, 4, 4, 4, 4, 2, 4, 3, 4, 3, 4, 4, 3, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 4, 2, 2, 2, 1, 2]
