,log_coverage,log_conc,residuals
0,-5.4682563460279,7.012837224705172,-0.1109306348005612
1,-4.644335375617199,8.012837224705173,-0.2755770345614552
2,-5.953769756600786,6.012837224705172,0.3968190280290429
3,-5.59541280801254,7.012837224705172,-0.239851504795638
4,-4.4419879864102,8.012837224705173,-0.07042189694092293
5,-4.42018091729781,8.012837224705173,-0.04831223551961372
6,-3.7471051894974834,9.012837224705173,-0.3658969886163934
7,-3.7186748622205505,9.012837224705173,-0.3370721654844804
8,-3.789761801875935,9.012837224705173,-0.40914549909741815
9,-5.44418948029667,7.012837224705172,-0.08652982009010035
10,-5.062708769199138,6.785329835010767,0.5277516618795
11,-4.044473987768896,7.785329835010767,0.5601153485719728
12,-5.572647371133762,5.785329835010767,1.0107372122841154
13,-5.00673483929502,6.785329835010767,0.5845022794073307
14,-3.8968747427859274,7.785329835010767,0.7097626632017207
15,-4.031313422456134,7.785329835010767,0.573458528330729
16,-3.1146646775405404,8.785329835010767,0.5028265826942508
17,-3.080914042821905,8.785329835010767,0.5370455372239711
18,-3.1290943545665577,8.785329835010767,0.488196681178378
19,-5.112914471036131,6.785329835010767,0.4768493116684631
20,-5.002110626504637,7.164352855784437,0.21016763645318903
21,-3.9453820560556023,8.164352855784436,0.28155924742299376
22,-6.9625155436658925,5.164352855784437,0.22256037278469876
23,-5.264482332474271,6.164352855784437,0.9441552917578493
24,-5.911543097893571,6.164352855784437,0.2881159877733337
25,-5.012332578728339,7.164352855784437,0.19980384563076914
26,-3.949073743932933,8.164352855784436,0.27781633412179474
27,-3.868280721588155,8.164352855784436,0.3597304308782654
28,-2.9884994544627865,9.164352855784436,0.2517194386950692
29,-2.9743985261513366,9.164352855784436,0.26601602981813777
30,-3.035802122629716,9.164352855784436,0.20376040430556586
31,-4.762465606743247,7.164352855784437,0.45313794213342984
32,-4.910464916790394,6.939519252618618,0.5279186143498631
33,-4.053293029783883,7.939519252618618,0.39698451696636106
34,-7.139920432139119,4.939519252618618,0.2675274382506023
35,-6.508608088869893,4.939519252618618,0.9075997968439946
36,-7.107195268763324,4.939519252618618,0.30070669211855083
37,-5.608351192280013,5.939519252618618,0.8203485515353268
38,-6.078586750896806,5.939519252618618,0.34358805998578035
39,-4.914227946892228,6.939519252618618,0.5241033688879009
40,-3.894915443805534,7.939519252618618,0.5575597315749228
41,-4.074828037760262,7.939519252618618,0.37515069176917315
42,-3.1295045159979127,8.939519252618618,0.3335914107877169
43,-3.0622269543535423,8.939519252618618,0.4018025079114107
44,-3.106074217342267,8.939519252618618,0.3573468254932255
45,-6.2140194239045865,5.939519252618618,0.2062761392433563
46,-5.121105400740688,6.939519252618618,0.31435530798532785
47,-5.806553907885366,7.181843587944773,-0.6229287368095715
48,-4.733725679439427,8.181843587944773,-0.5352140708947912
49,-6.0732077099171065,6.181843587944773,0.10671740457505052
50,-6.004080959782667,7.181843587944773,-0.8231966506906518
51,-4.850973048759651,8.181843587944773,-0.6540883508289355
52,-4.649471699344648,8.181843587944773,-0.44979099254837696
53,-3.6494939218549503,9.181843587944773,-0.4359376418213916
54,-3.613183143263936,9.181843587944773,-0.39912301916605486
55,-3.6249176510729932,9.181843587944773,-0.4110203536160366
56,-5.732651012774551,7.181843587944773,-0.5480003738767296
57,-5.405163522900428,7.334453751150931,-0.3685788695756864
58,-5.042187243991077,8.334453751150932,-1.0005659747986835
59,-5.865238986043807,6.334453751150931,0.164961714629956
60,-5.487964479815712,7.334453751150931,-0.45252876276501475
61,-4.672655865658212,8.334453751150932,-0.6259070228147268
62,-4.815955776134657,8.334453751150932,-0.7711953458814031
63,-3.626796030726364,9.334453751150932,-0.5655349606492255
64,-3.6190942272763564,9.334453751150932,-0.5577262878864833
65,-3.5401518945085706,9.334453751150932,-0.47768856065644094
66,-5.285831029853306,7.334453751150931,-0.24759053298470146
67,-5.86890595949897,7.143014800254095,-0.6473171904178443
68,-4.801746803359963,8.143014800254095,-0.5653502601860758
69,-6.096113373517245,6.143014800254095,0.12232269238963767
70,-5.8925548529465335,7.143014800254095,-0.6712942331107197
71,-4.54279479127875,8.143014800254095,-0.3028050606466417
72,-4.580431676204559,8.143014800254095,-0.34096419053125615
73,-4.057692998544283,9.143014800254095,-0.8109720528750533
74,-3.979481685646624,9.143014800254095,-0.731675489060299
75,-3.978001139315911,9.143014800254095,-0.7301743988440048
76,-5.885914853382781,7.143014800254095,-0.6645620976992355
